city_name;country_name;year_observation;year_reporting;gpcX2012;gpcX2013;gpcX2014;gpcX2015;gpcX2016;City_Code;geoname_id
Baia Mare;Romania;;2019;13404;13409;14248;15421;15728;RO507C1;685826
Buzau;Romania;;2019;12651;13584;13306;14236;14312;RO508C1;683123
Satu Mare;Romania;;2019;13527;14377;14687;15243;16145;RO509C1;667873
Botosani;Romania;;2019;9425;10354;10212;10478;11084;RO510C1;684039
Râmnicu Vâlcea;Romania;;2019;14950;15039;14687;16265;16714;RO511C1;668872
Suceava;Romania;;2019;11356;11773;12107;12188;13018;RO512C1;665850
Drobeta-Turnu Severin;Romania;;2019;11410;11205;11428;12124;13025;RO513C1;678817
Stockholm;Sweden;;2019;65215;64986;66750;69156;68820;SE001C1;2673730
Göteborg;Sweden;;2019;45257;45919;47100;49547;50726;SE002C1;2711537
Malmö;Sweden;;2019;39563;39704;40654;42174;42107;SE003C1;2692969
Jönköping;Sweden;;2019;40411;40508;41205;42352;44121;SE004C1;2702979
Umeå;Sweden;;2019;40825;40015;40047;41704;42652;SE005C1;602150
Uppsala;Sweden;;2019;43536;45001;45212;46197;47913;SE006C1;2666199
Linköping;Sweden;;2019;40880;41238;41908;42871;43292;SE007C1;2694762
Örebro;Sweden;;2019;41681;40707;40967;41177;42925;SE008C1;2686657
Västerås;Sweden;;2019;39267;39577;39259;41727;41457;SE501C1;2664454
Norrköping;Sweden;;2019;40880;41238;41908;42871;43292;SE502C1;2688368
Helsingborg;Sweden;;2019;39563;39704;40654;42174;42107;SE503C1;2706767
Lund;Sweden;;2019;39563;39704;40654;42174;42107;SE504C1;2693678
Borås;Sweden;;2019;45257;45919;47100;49547;50726;SE505C1;2720501
Ljubljana;Slovenia;;2019;44161;43157;44015;44567;46135;SI001C1;3196359
Maribor;Slovenia;;2019;25252;24911;25823;26097;26685;SI002C1;3195506
Bratislava;Slovakia;;2019;68082;70002;69971;73559;74976;SK001C1;3060972
Košice;Slovakia;;2019;21658;21748;22563;24191;23991;SK002C1;724443
Banská Bystrica;Slovakia;;2019;19458;19955;20125;21520;21993;SK003C1;3061186
Nitra;Slovakia;;2019;24401;23922;24424;24820;25713;SK004C1;3058531
Prešov;Slovakia;;2019;16364;16246;16975;17917;18482;SK005C1;723819
Žilina;Slovakia;;2019;23991;23746;24923;26224;26409;SK006C1;3056508
Trnava;Slovakia;;2019;30868;30546;32036;31874;33116;SK007C1;3057124
Trencín;Slovakia;;2019;24049;23709;24396;25539;25385;SK008C1;3057140
Birmingham;Great Britain;;2019;33645;35560;36318;36448;37540;UK002C1;2655603
Leeds;Great Britain;;2019;47392;47251;47824;49223;48171;UK003C1;2644688
Glasgow;Great Britain;;2019;48623;49612;49426;49029;49093;UK004C1;2648579
Bradford;Great Britain;;2019;26806;26915;26184;27061;27477;UK005C1;2654993
Liverpool;Great Britain;;2019;40372;39984;41238;41579;41040;UK006C1;2644210
Edinburgh;Great Britain;;2019;64766;65817;66436;66793;69683;UK007C1;2650225
Manchester;Great Britain;;2019;56993;55867;57077;58035;59925;UK008C1;2643123
Cardiff;Great Britain;;2019;40598;41170;41327;42207;43209;UK009C1;2653822
Sheffield;Great Britain;;2019;33482;33596;33390;33586;33130;UK010C1;2638077
Bristol;Great Britain;;2019;44840;44657;46346;46230;48125;UK011C1;2654675
Belfast;Great Britain;;2019;51891;52997;53426;55584;57230;UK012C1;2655984
Newcastle upon Tyne;Great Britain;;2019;35125;33623;33884;34223;34479;UK013C1;2641673
Leicester;Great Britain;;2019;32876;33283;34664;35649;36531;UK014C1;2644668
Derry;Great Britain;;2019;24859;25064;24757;24149;26457;UK015C1;2643736
Aberdeen;Great Britain;;2019;62183;64656;65356;62782;57109;UK016C1;2657832
Cambridge;Great Britain;;2019;42172;42042;42943;44450;44823;UK017C1;2653941
Exeter;Great Britain;;2019;32284;32720;32698;33605;33779;UK018C1;2649808
Lincoln;Great Britain;;2019;29055;29960;29892;30082;29520;UK019C1;2644487
Gravesham;Great Britain;;2019;31948;33305;34035;34809;36594;UK020C1;2648187
Stevenage;Great Britain;;2019;42900;44752;46129;47683;48866;UK021C1;2636940
Wrexham;Great Britain;;2019;34594;34714;33995;35450;35667;UK022C1;2633485
Portsmouth;Great Britain;;2019;40932;41470;41835;40852;39959;UK023C1;2639996
Worcester;Great Britain;;2019;32713;33216;33842;34765;33474;UK024C1;2633563
Coventry;Great Britain;;2019;39428;39316;41356;43056;43359;UK025C1;2652221
Kingston-upon-Hull;Great Britain;;2019;34731;34517;34195;35349;35857;UK026C1;2645425
Stoke-on-trent;Great Britain;;2019;29813;30488;30403;30611;31251;UK027C1;2636841
Wolverhampton;Great Britain;;2019;31403;30938;28554;26188;26810;UK028C1;2633691
Nottingham;Great Britain;;2019;45044;45565;47561;47510;46448;UK029C1;2641170
Wirral;Great Britain;;2019;22662;21879;22953;24348;23200;UK030C1;2411585
Bath and North East Somerset;Great Britain;;2019;42120;42480;45071;43899;44894;UK031C1;3333123
Thurrock;Great Britain;;2019;31631;30363;31929;33898;36533;UK032C1;2635885
Guildford;Great Britain;;2019;53106;53978;56486;58294;57419;UK033C1;2647793
Thanet;Great Britain;;2019;27891;28085;28301;28493;28370;UK034C1;2638703
Nuneaton and Bedworth;Great Britain;;2019;42635;45339;46763;48917;48884;UK035C1;7290647
Fareham;Great Britain;;2019;34921;35302;37812;36879;36709;UK036C1;2649660
Waveney;Great Britain;;2019;35323;36671;36721;36649;37496;UK038C1;7290638
Tunbridge Wells;Great Britain;;2019;43930;43466;43750;46880;48291;UK040C1;2639022
Ashford;Great Britain;;2019;33665;34322;35337;36354;37357;UK041C1;2656955
East Staffordshire;Great Britain;;2019;29768;30161;30505;31901;31536;UK043C1;2650337
Darlington;Great Britain;;2019;35960;39224;40820;42944;39307;UK044C1;2651513
Worthing;Great Britain;;2019;33451;33278;32289;33972;35204;UK045C1;2633521
Mansfield;Great Britain;;2019;27404;28219;28439;28777;28774;UK046C1;2643097
Chesterfield;Great Britain;;2019;27932;27426;28599;30384;30739;UK047C1;2653225
Burnley;Great Britain;;2019;29816;30942;30925;33724;34020;UK050C1;2654264
Great Yarmouth;Great Britain;;2019;35606;37320;37374;38062;37746;UK051C1;2647984
Woking;Great Britain;;2019;53106;53978;56486;58294;57419;UK052C1;2633709
Hartlepool;Great Britain;;2019;32592;32833;33254;34378;34714;UK053C1;2647400
Cannock Chase;Great Britain;;2019;29768;30161;30505;31901;31536;UK054C1;2653883
Eastbourne;Great Britain;;2019;22943;23196;23729;24731;25492;UK055C1;2650497
Hastings;Great Britain;;2019;22943;23196;23729;24731;25492;UK056C1;2647356
Hyndburn;Great Britain;;2019;29816;30942;30925;33724;34020;UK057C1;7290579
Redditch;Great Britain;;2019;32713;33216;33842;34765;33474;UK059C1;2639557
Tamworth;Great Britain;;2019;29768;30161;30505;31901;31536;UK060C1;2636276
Harlow;Great Britain;;2019;37721;37482;36775;38917;41011;UK061C1;2647461
Halton;Great Britain;;2019;31625;32489;33562;34458;34399;UK062C1;2647601
City of London;Great Britain;;2019;516495;533602;545425;555489;581005;UK101C1;2643743
Barking and Dagenham;Great Britain;;2019;30535;31196;31135;30918;30334;UK102C1;3333120
Barnet;Great Britain;;2019;33075;33248;34747;34321;35443;UK103C1;2656295
Bexley;Great Britain;;2019;32588;33879;33678;33921;34888;UK104C1;2655775
Brent;Great Britain;;2019;35686;36263;38260;40845;41760;UK105C1;2654789
Bromley;Great Britain;;2019;36907;36252;35929;35268;37080;UK106C1;2643743
Camden;Great Britain;;2019;516495;533602;545425;555489;581005;UK107C1;3345437
Croydon;Great Britain;;2019;33559;33975;36149;35709;34690;UK108C1;2651817
Ealing;Great Britain;;2019;36873;40001;41004;43130;44329;UK109C1;2643743
Enfield;Great Britain;;2019;32840;33066;33325;34113;34593;UK110C1;2649997
Greenwich;Great Britain;;2019;32588;33879;33678;33921;34888;UK111C1;2643743
Hackney;Great Britain;;2019;31343;30477;31710;33263;36429;UK112C1;2643743
Hammersmith and Fulham;Great Britain;;2019;78865;83725;89675;93066;91314;UK113C1;2643743
Haringey;Great Britain;;2019;65226;66383;69221;70251;68734;UK114C1;2643743
Harrow;Great Britain;;2019;49917;51058;54730;55168;54512;UK115C1;2643743
Havering;Great Britain;;2019;30535;31196;31135;30918;30334;UK116C1;1176995
Hillingdon;Great Britain;;2019;49917;51058;54730;55168;54512;UK117C1;2643743
Hounslow;Great Britain;;2019;69968;72029;76099;79354;80012;UK118C1;2646517
Islington;Great Britain;;2019;65226;66383;69221;70251;68734;UK119C1;2646003
Kensington and Chelsea;Great Britain;;2019;78865;83725;89675;93066;91314;UK120C1;2643743
Kingston upon Thames;Great Britain;;2019;38348;38094;39052;39249;40610;UK121C1;2643743
Lambeth;Great Britain;;2019;56986;53927;59322;59179;60593;UK122C1;2418362
Lewisham;Great Britain;;2019;55806;55972;53983;56224;57376;UK123C1;3190813
Merton;Great Britain;;2019;38348;38094;39052;39249;40610;UK124C1;2643743
Newham;Great Britain;;2019;31343;30477;31710;33263;36429;UK125C1;4945055
Redbridge;Great Britain;;2019;23742;23470;23982;24943;24703;UK126C1;2965529
Richmond upon Thames;Great Britain;;2019;69968;72029;76099;79354;80012;UK127C1;2643743
Southwark;Great Britain;;2019;55806;55972;53983;56224;57376;UK128C1;2643743
Sutton;Great Britain;;2019;38348;38094;39052;39249;40610;UK129C1;2636503
Tower Hamlets;Great Britain;;2019;170632;170240;169866;167798;164855;UK130C1;2643743
Waltham Forest;Great Britain;;2019;23742;23470;23982;24943;24703;UK131C1;2643743
Wandsworth;Great Britain;;2019;33521;33798;36050;38122;37634;UK132C1;5175496
Westminster;Great Britain;;2019;384819;384377;397496;384741;407641;UK133C1;2634341
Kirklees;Great Britain;;2019;25639;26195;27620;28676;28849;UK501C1;3333161
North Lanarkshire;Great Britain;;2019;27865;28860;31871;31928;32364;UK502C1;3333233
Wakefield;Great Britain;;2019;31037;31762;30451;31914;32638;UK503C1;2634910
Dudley;Great Britain;;2019;23647;23514;23708;24285;24968;UK504C1;2650839
Wigan;Great Britain;;2019;24753;26083;26291;27400;27384;UK505C1;2633948
Doncaster;Great Britain;;2019;24553;24745;25278;26405;26507;UK506C1;2651123
Stockport;Great Britain;;2019;28716;28716;28610;28710;28855;UK507C1;2636882
Sefton;Great Britain;;2019;21208;21316;21861;22248;23432;UK508C1;3333192
Sandwell;Great Britain;;2019;23558;23921;25968;27065;27683;UK509C1;3333191
Sunderland;Great Britain;;2019;33482;37211;38507;39161;38880;UK510C1;2636531
Bolton;Great Britain;;2019;24753;26083;26291;27400;27384;UK511C1;2655237
Walsall;Great Britain;;2019;23421;23013;24698;25193;25894;UK512C1;2634853
Medway;Great Britain;;2019;28168;27871;28227;28734;28804;UK513C1;3333170
Rotherham;Great Britain;;2019;24553;24745;25278;26405;26507;UK514C1;2639093
Brighton and Hove;Great Britain;;2019;38557;40485;41370;41799;42095;UK515C1;3333133
Plymouth;Great Britain;;2019;30027;30310;30720;30744;31690;UK516C1;2640194
Swansea;Great Britain;;2019;30720;31755;34041;32446;33872;UK517C1;2636432
Derby;Great Britain;;2019;42786;42896;41989;42931;41822;UK518C1;2651347
Barnsley;Great Britain;;2019;24553;24745;25278;26405;26507;UK519C1;2656284
Southampton;Great Britain;;2019;47380;46893;45995;48007;46532;UK520C1;2637487
Oldham;Great Britain;;2019;23481;24028;23458;24622;24396;UK521C1;2641022
Salford;Great Britain;;2019;46340;49397;49408;50120;49804;UK522C1;2638671
Tameside;Great Britain;;2019;28716;28716;28610;28710;28855;UK523C1;3186781
Trafford;Great Britain;;2019;46340;49397;49408;50120;49804;UK524C1;2643123
Milton Keynes;Great Britain;;2019;63032;65632;70930;76469;73715;UK525C1;2642465
Rochdale;Great Britain;;2019;23481;24028;23458;24622;24396;UK526C1;2639272
Solihull;Great Britain;;2019;50243;51109;51962;57537;64723;UK527C1;2637546
Northampton;Great Britain;;2019;40221;42218;42799;43613;43908;UK528C1;2641430
North Tyneside;Great Britain;;2019;35125;33623;33884;34223;34479;UK529C1;2641238
Gateshead;Great Britain;;2019;35125;33623;33884;34223;34479;UK530C1;2648773
Warrington;Great Britain;;2019;47041;48704;50794;53915;52914;UK531C1;2634739
Luton;Great Britain;;2019;33756;36752;40705;41723;43241;UK532C1;2643339
York;Great Britain;;2019;46067;45864;45353;44652;44523;UK533C1;2633352
Bury;Great Britain;;2019;23481;24028;23458;24622;24396;UK534C1;2654187
Swindon;Great Britain;;2019;59594;63448;64060;68433;69070;UK535C1;2636389
Stockton-on-Tees;Great Britain;;2019;32592;32833;33254;34378;34714;UK536C1;2636876
St. Helens;Great Britain;;2019;31625;32489;33562;34458;34399;UK537C1;2638785
Basildon;Great Britain;;2019;31300;32862;34257;33446;33621;UK538C1;2656194
Bournemouth;Great Britain;;2019;37366;38805;38046;38654;39629;UK539C1;2655095
Wycombe;Great Britain;;2019;43007;43183;43416;43203;43331;UK540C1;2646914
Southend-on-Sea;Great Britain;;2019;24495;24136;24588;25033;24116;UK541C1;2637433
Telford and Wrekin;Great Britain;;2019;33464;34096;34171;33964;37770;UK542C1;3333209
North East Lincolnshire;Great Britain;;2019;31389;31096;31748;32743;32855;UK543C1;3333175
Chelmsford;Great Britain;;2019;39722;39279;41619;42326;41052;UK544C1;2653266
Peterborough;Great Britain;;2019;45659;41753;43781;42726;44043;UK545C1;2640354
Colchester;Great Britain;;2019;26516;26244;27022;28151;29296;UK546C1;2652618
South Tyneside;Great Britain;;2019;35125;33623;33884;34223;34479;UK547C1;3333199
Basingstoke and Deane;Great Britain;;2019;56530;58403;57231;58450;57943;UK548C1;7290553
Bedford;Great Britain;;2019;33904;33880;35308;35770;36185;UK549C1;2656046
Dundee City;Great Britain;;2019;32928;32519;32998;32288;32844;UK550C1;2650752
Falkirk;Great Britain;;2019;36305;38166;38049;36564;35684;UK551C1;2649723
Reading;Great Britain;;2019;69858;69615;70188;71980;72563;UK552C1;2639577
Blackpool;Great Britain;;2019;24229;24684;25624;27072;28474;UK553C1;2655459
Maidstone;Great Britain;;2019;33665;34322;35337;36354;37357;UK554C1;2643179
Poole;Great Britain;;2019;37366;38805;38046;38654;39629;UK555C1;2640101
Dacorum;Great Britain;;2019;42900;44752;46129;47683;48866;UK556C1;7290564
Blackburn with Darwen;Great Britain;;2019;26481;27159;28095;31152;32132;UK557C1;3333126
Newport;Great Britain;;2019;35153;34289;34375;35499;36716;UK558C1;2641598
Middlesbrough;Great Britain;;2019;25467;24591;25160;25497;25374;UK559C1;2642607
Oxford;Great Britain;;2019;46422;47039;48787;49821;48109;UK560C1;2640729
Torbay;Great Britain;;2019;23125;24047;24221;23739;23818;UK561C1;3333210
Preston;Great Britain;;2019;42845;41678;42796;44121;46150;UK562C1;2639912
St Albans;Great Britain;;2019;42900;44752;46129;47683;48866;UK563C1;2638867
Warwick;Great Britain;;2019;42635;45339;46763;48917;48884;UK564C1;2634725
Newcastle-under-Lyme;Great Britain;;2019;29768;30161;30505;31901;31536;UK565C1;2641674
Norwich;Great Britain;;2019;35606;37320;37374;38062;37746;UK566C1;2641181
Slough;Great Britain;;2019;69858;69615;70188;71980;72563;UK567C1;2637627
Cheshire West and Chester;Great Britain;;2019;42986;43047;42935;41825;43514;UK568C2;335680
Ipswich;Great Britain;;2019;35323;36671;36721;36649;37496;UK569C1;2646057
Cheltenham;Great Britain;;2019;39850;39099;40304;40547;38503;UK571C1;2653261
Gloucester;Great Britain;;2019;39850;39099;40304;40547;38503;UK572C1;2648404
Bracknell Forest;Great Britain;;2019;69858;69615;70188;71980;72563;UK573C1;2655009
Lisburn;Great Britain;;2019;31744;32966;32440;34254;34119;UK574C1;2644411
Carlisle;Great Britain;;2019;36608;37293;37912;39544;39500;UK575C1;2653775
Crawley;Great Britain;;2019;44274;44347;44772;47549;48137;UK576C1;2652053
